Electrode,TrialType,FreqBand,TimePoint,Power
16,NSFT,thetaBand,Post,10021.7658
16,NSFT,alphaBand,Post,160.4231
16,NSFT,betaBand,Post,10.2194
16,NSFT,gammaBand,Post,0.0071875
6,FSNT,deltaBand,Pre,7069478.7567
6,FSNT,thetaBand,Pre,31471.4578
6,FSNT,alphaBand,Pre,355.232
6,FSNT,betaBand,Pre,11.5874
6,FSNT,gammaBand,Pre,0.019525
7,FSNT,deltaBand,Pre,5925616.2676
7,FSNT,thetaBand,Pre,11525.5625
7,FSNT,alphaBand,Pre,171.4332
7,FSNT,betaBand,Pre,7.4996
7,FSNT,gammaBand,Pre,0.011437
8,FSNT,deltaBand,Pre,11352903.9482
8,FSNT,thetaBand,Pre,11641.8296
8,FSNT,alphaBand,Pre,280.4235
8,FSNT,betaBand,Pre,13.8051
8,FSNT,gammaBand,Pre,0.010002
9,FSNT,deltaBand,Pre,10782255.7506
9,FSNT,thetaBand,Pre,12911.1593
9,FSNT,alphaBand,Pre,269.0044
9,FSNT,betaBand,Pre,11.689
9,FSNT,gammaBand,Pre,0.013338
10,FSNT,deltaBand,Pre,5565055.4344
10,FSNT,thetaBand,Pre,5204.9739
10,FSNT,alphaBand,Pre,75.8574
10,FSNT,betaBand,Pre,5.4254
10,FSNT,gammaBand,Pre,0.0050869
11,FSNT,deltaBand,Pre,5902610.354
11,FSNT,thetaBand,Pre,7078.7268
11,FSNT,alphaBand,Pre,129.3277
11,FSNT,betaBand,Pre,6.3432
11,FSNT,gammaBand,Pre,0.0069807
12,FSNT,deltaBand,Pre,3130288.1636
12,FSNT,thetaBand,Pre,4766.7211
12,FSNT,alphaBand,Pre,73.205
12,FSNT,betaBand,Pre,3.512
12,FSNT,gammaBand,Pre,0.004799
13,FSNT,deltaBand,Pre,2137406.0236
13,FSNT,thetaBand,Pre,3789.5554
13,FSNT,alphaBand,Pre,36.8673
13,FSNT,betaBand,Pre,1.7533
13,FSNT,gammaBand,Pre,0.0016484
14,FSNT,deltaBand,Pre,5638323.0432
14,FSNT,thetaBand,Pre,9486.4909
14,FSNT,alphaBand,Pre,132.9562
14,FSNT,betaBand,Pre,6.9524
14,FSNT,gammaBand,Pre,0.0086388
15,FSNT,deltaBand,Pre,4971115.8125
15,FSNT,thetaBand,Pre,7383.161
15,FSNT,alphaBand,Pre,99.3462
15,FSNT,betaBand,Pre,6.5181
15,FSNT,gammaBand,Pre,0.011117
16,FSNT,deltaBand,Pre,4508173.0133
16,FSNT,thetaBand,Pre,5643.8141
16,FSNT,alphaBand,Pre,100.0456
16,FSNT,betaBand,Pre,5.5677
16,FSNT,gammaBand,Pre,0.0047198
6,FSNT,deltaBand,Tele,8094771.3662
6,FSNT,thetaBand,Tele,21620.5038
6,FSNT,alphaBand,Tele,358.3157
6,FSNT,betaBand,Tele,10.8245
6,FSNT,gammaBand,Tele,0.01594
7,FSNT,deltaBand,Tele,5826235.7015
7,FSNT,thetaBand,Tele,8952.4931
7,FSNT,alphaBand,Tele,169.2633
7,FSNT,betaBand,Tele,5.8986
7,FSNT,gammaBand,Tele,0.011657
8,FSNT,deltaBand,Tele,8456681.2974
8,FSNT,thetaBand,Tele,13024.7181
8,FSNT,alphaBand,Tele,258.2433
8,FSNT,betaBand,Tele,10.1322
8,FSNT,gammaBand,Tele,0.0093329
9,FSNT,deltaBand,Tele,7100934.0444
9,FSNT,thetaBand,Tele,15000.8617
9,FSNT,alphaBand,Tele,247.7074
9,FSNT,betaBand,Tele,9.3059
9,FSNT,gammaBand,Tele,0.010843
10,FSNT,deltaBand,Tele,3273884.4592
10,FSNT,thetaBand,Tele,5773.436
10,FSNT,alphaBand,Tele,91.7959
10,FSNT,betaBand,Tele,3.9544
10,FSNT,gammaBand,Tele,0.0054997
11,FSNT,deltaBand,Tele,6439485.7092
11,FSNT,thetaBand,Tele,5831.0774
11,FSNT,alphaBand,Tele,106.4538
11,FSNT,betaBand,Tele,6.7383
11,FSNT,gammaBand,Tele,0.0070563
12,FSNT,deltaBand,Tele,2849007.6943
12,FSNT,thetaBand,Tele,3622.547
12,FSNT,alphaBand,Tele,60.595
12,FSNT,betaBand,Tele,3.549
12,FSNT,gammaBand,Tele,0.005031
13,FSNT,deltaBand,Tele,1820376.6696
13,FSNT,thetaBand,Tele,3128.3017
13,FSNT,alphaBand,Tele,38.1933
13,FSNT,betaBand,Tele,1.8961
13,FSNT,gammaBand,Tele,0.0017802
14,FSNT,deltaBand,Tele,6666796.1891
14,FSNT,thetaBand,Tele,7678.5819
14,FSNT,alphaBand,Tele,105.158
14,FSNT,betaBand,Tele,5.8238
14,FSNT,gammaBand,Tele,0.0087154
15,FSNT,deltaBand,Tele,4840579.3706
15,FSNT,thetaBand,Tele,6974.8578
15,FSNT,alphaBand,Tele,95.8998
15,FSNT,betaBand,Tele,5.8649
15,FSNT,gammaBand,Tele,0.0098021
16,FSNT,deltaBand,Tele,3842201.2606
16,FSNT,thetaBand,Tele,5121.2958
16,FSNT,alphaBand,Tele,110.1726
16,FSNT,betaBand,Tele,5.3509
16,FSNT,gammaBand,Tele,0.0047361
6,FSNT,deltaBand,Post,8541182.4717
6,FSNT,thetaBand,Post,22114.3053
6,FSNT,alphaBand,Post,319.2431
6,FSNT,betaBand,Post,11.6246
6,FSNT,gammaBand,Post,0.014997
7,FSNT,deltaBand,Post,4774549.4336
7,FSNT,thetaBand,Post,8597.9252
7,FSNT,alphaBand,Post,162.3379
7,FSNT,betaBand,Post,6.565
7,FSNT,gammaBand,Post,0.010664
8,FSNT,deltaBand,Post,9980109.349
8,FSNT,thetaBand,Post,15121.4645
8,FSNT,alphaBand,Post,225.4605
8,FSNT,betaBand,Post,7.1988
8,FSNT,gammaBand,Post,0.0078473
9,FSNT,deltaBand,Post,8511328.3188
9,FSNT,thetaBand,Post,17015.5095
9,FSNT,alphaBand,Post,205.9947
9,FSNT,betaBand,Post,8.0137
9,FSNT,gammaBand,Post,0.0099243
10,FSNT,deltaBand,Post,3702471.1188
10,FSNT,thetaBand,Post,6984.0376
10,FSNT,alphaBand,Post,86.7189
10,FSNT,betaBand,Post,4.2875
10,FSNT,gammaBand,Post,0.0053173
11,FSNT,deltaBand,Post,5878335.5364
11,FSNT,thetaBand,Post,6408.3603
11,FSNT,alphaBand,Post,136.5816
11,FSNT,betaBand,Post,10.5154
11,FSNT,gammaBand,Post,0.014593
12,FSNT,deltaBand,Post,2880324.5665
12,FSNT,thetaBand,Post,3890.1175
12,FSNT,alphaBand,Post,114.4477
12,FSNT,betaBand,Post,9.4075
12,FSNT,gammaBand,Post,0.014334
13,FSNT,deltaBand,Post,2151652.6328
13,FSNT,thetaBand,Post,2403.1895
13,FSNT,alphaBand,Post,57.9555
13,FSNT,betaBand,Post,3.6049
13,FSNT,gammaBand,Post,0.0036316
14,FSNT,deltaBand,Post,17799812.8059
14,FSNT,thetaBand,Post,12907.3481
14,FSNT,alphaBand,Post,683.3543
14,FSNT,betaBand,Post,48.6443
14,FSNT,gammaBand,Post,0.080242
15,FSNT,deltaBand,Post,9285997.7373
15,FSNT,thetaBand,Post,7206.1761
15,FSNT,alphaBand,Post,401.641
15,FSNT,betaBand,Post,38.1503
15,FSNT,gammaBand,Post,0.040855
16,FSNT,deltaBand,Post,3741013.8662
16,FSNT,thetaBand,Post,3999.1407
16,FSNT,alphaBand,Post,112.8297
16,FSNT,betaBand,Post,6.4904
16,FSNT,gammaBand,Post,0.0061876
6,FSFT,deltaBand,Pre,14045445.7587
6,FSFT,thetaBand,Pre,49491.273
6,FSFT,alphaBand,Pre,496.9478
6,FSFT,betaBand,Pre,16.7265
6,FSFT,gammaBand,Pre,0.060945
7,FSFT,deltaBand,Pre,5577482.1808
7,FSFT,thetaBand,Pre,21052.4131
7,FSFT,alphaBand,Pre,274.0759
7,FSFT,betaBand,Pre,10.2543
7,FSFT,gammaBand,Pre,0.042299
8,FSFT,deltaBand,Pre,11070441.0438
8,FSFT,thetaBand,Pre,15059.7263
8,FSFT,alphaBand,Pre,1162.3289
8,FSFT,betaBand,Pre,77.8556
8,FSFT,gammaBand,Pre,0.079339
9,FSFT,deltaBand,Pre,14652941.6099
9,FSFT,thetaBand,Pre,16753.2511
9,FSFT,alphaBand,Pre,623.6242
9,FSFT,betaBand,Pre,50.7591
9,FSFT,gammaBand,Pre,0.088838
10,FSFT,deltaBand,Pre,5948628.1703
10,FSFT,thetaBand,Pre,5856.1074
10,FSFT,alphaBand,Pre,88.8398
10,FSFT,betaBand,Pre,7.0619
10,FSFT,gammaBand,Pre,0.018236
11,FSFT,deltaBand,Pre,5995390.3142
11,FSFT,thetaBand,Pre,5225.7809
11,FSFT,alphaBand,Pre,125.6397
11,FSFT,betaBand,Pre,4.7845
11,FSFT,gammaBand,Pre,0.0064108
12,FSFT,deltaBand,Pre,2832350.3991
12,FSFT,thetaBand,Pre,3339.9797
12,FSFT,alphaBand,Pre,82.9957
12,FSFT,betaBand,Pre,3.1156
12,FSFT,gammaBand,Pre,0.0048079
13,FSFT,deltaBand,Pre,1924789.915
13,FSFT,thetaBand,Pre,2372.2902
13,FSFT,alphaBand,Pre,48.6774
13,FSFT,betaBand,Pre,1.8089
13,FSFT,gammaBand,Pre,0.0016314
14,FSFT,deltaBand,Pre,4236152.2357
14,FSFT,thetaBand,Pre,5664.8137
14,FSFT,alphaBand,Pre,99.7556
14,FSFT,betaBand,Pre,4.6364
14,FSFT,gammaBand,Pre,0.0082827
15,FSFT,deltaBand,Pre,3428722.6383
15,FSFT,thetaBand,Pre,5255.9598
15,FSFT,alphaBand,Pre,100.7538
15,FSFT,betaBand,Pre,4.9664
15,FSFT,gammaBand,Pre,0.01073
16,FSFT,deltaBand,Pre,3370771.3967
16,FSFT,thetaBand,Pre,3989.1366
16,FSFT,alphaBand,Pre,107.854
16,FSFT,betaBand,Pre,5.3001
16,FSFT,gammaBand,Pre,0.0053359
6,FSFT,deltaBand,Tele,8481945.8207
6,FSFT,thetaBand,Tele,19444.6286
6,FSFT,alphaBand,Tele,264.7311
6,FSFT,betaBand,Tele,9.467
6,FSFT,gammaBand,Tele,0.014985
7,FSFT,deltaBand,Tele,4343004.4466
7,FSFT,thetaBand,Tele,8167.0913
7,FSFT,alphaBand,Tele,131.6262
7,FSFT,betaBand,Tele,4.8591
7,FSFT,gammaBand,Tele,0.010875
8,FSFT,deltaBand,Tele,11121941.9507
8,FSFT,thetaBand,Tele,9358.9942
8,FSFT,alphaBand,Tele,179.4603
8,FSFT,betaBand,Tele,7.1463
8,FSFT,gammaBand,Tele,0.0081039
9,FSFT,deltaBand,Tele,10490196.1186
9,FSFT,thetaBand,Tele,11556.4974
9,FSFT,alphaBand,Tele,175.2976
9,FSFT,betaBand,Tele,6.9485
9,FSFT,gammaBand,Tele,0.010346
10,FSFT,deltaBand,Tele,5242932.174
10,FSFT,thetaBand,Tele,4840.3135
10,FSFT,alphaBand,Tele,71.7289
10,FSFT,betaBand,Tele,3.0733
10,FSFT,gammaBand,Tele,0.0048054
11,FSFT,deltaBand,Tele,4285661.6556
11,FSFT,thetaBand,Tele,5456.6411
11,FSFT,alphaBand,Tele,98.923
11,FSFT,betaBand,Tele,4.3762
11,FSFT,gammaBand,Tele,0.0059449
12,FSFT,deltaBand,Tele,2400768.5505
12,FSFT,thetaBand,Tele,3475.147
12,FSFT,alphaBand,Tele,59.2541
12,FSFT,betaBand,Tele,3.0611
12,FSFT,gammaBand,Tele,0.0043669
13,FSFT,deltaBand,Tele,2230683.2858
13,FSFT,thetaBand,Tele,2736.0698
13,FSFT,alphaBand,Tele,40.107
13,FSFT,betaBand,Tele,1.6999
13,FSFT,gammaBand,Tele,0.001567
14,FSFT,deltaBand,Tele,5132901.2701
14,FSFT,thetaBand,Tele,6302.6706
14,FSFT,alphaBand,Tele,102.1841
14,FSFT,betaBand,Tele,5.5327
14,FSFT,gammaBand,Tele,0.0077239
15,FSFT,deltaBand,Tele,3528946.7369
15,FSFT,thetaBand,Tele,5889.4198
15,FSFT,alphaBand,Tele,82.6581
15,FSFT,betaBand,Tele,5.0773
15,FSFT,gammaBand,Tele,0.0092603
16,FSFT,deltaBand,Tele,3224028.3131
16,FSFT,thetaBand,Tele,4162.826
16,FSFT,alphaBand,Tele,98.1547
16,FSFT,betaBand,Tele,4.8065
16,FSFT,gammaBand,Tele,0.0048529
6,FSFT,deltaBand,Post,7200217.5291
6,FSFT,thetaBand,Post,21067.7508
6,FSFT,alphaBand,Post,339.5446
6,FSFT,betaBand,Post,10.2115
6,FSFT,gammaBand,Post,0.015016
7,FSFT,deltaBand,Post,4082626.8813
7,FSFT,thetaBand,Post,7267.8506
7,FSFT,alphaBand,Post,162.0181
7,FSFT,betaBand,Post,5.0254
7,FSFT,gammaBand,Post,0.011172
8,FSFT,deltaBand,Post,10790113.0373
8,FSFT,thetaBand,Post,7450.3112
8,FSFT,alphaBand,Post,195.1715
8,FSFT,betaBand,Post,6.3584
8,FSFT,gammaBand,Post,0.0089724
9,FSFT,deltaBand,Post,11065488.0391
9,FSFT,thetaBand,Post,9143.6301
9,FSFT,alphaBand,Post,193.974
9,FSFT,betaBand,Post,6.2834
9,FSFT,gammaBand,Post,0.010313
10,FSFT,deltaBand,Post,3734751.3311
10,FSFT,thetaBand,Post,2833.2366
10,FSFT,alphaBand,Post,61.3734
10,FSFT,betaBand,Post,3.0412
10,FSFT,gammaBand,Post,0.0044368
11,FSFT,deltaBand,Post,7152409.5313
11,FSFT,thetaBand,Post,4924.8789
11,FSFT,alphaBand,Post,74.753
11,FSFT,betaBand,Post,5.4568
11,FSFT,gammaBand,Post,0.005828
12,FSFT,deltaBand,Post,2992056.7416
12,FSFT,thetaBand,Post,2826.0191
12,FSFT,alphaBand,Post,44.9959
12,FSFT,betaBand,Post,3.2396
12,FSFT,gammaBand,Post,0.0045582
13,FSFT,deltaBand,Post,1645442.7423
13,FSFT,thetaBand,Post,2109.0915
13,FSFT,alphaBand,Post,26.4928
13,FSFT,betaBand,Post,1.6354
13,FSFT,gammaBand,Post,0.0017217
14,FSFT,deltaBand,Post,5940685.9788
14,FSFT,thetaBand,Post,4241.6289
14,FSFT,alphaBand,Post,79.1418
14,FSFT,betaBand,Post,4.2007
14,FSFT,gammaBand,Post,0.0074498
15,FSFT,deltaBand,Post,3927258.2222
15,FSFT,thetaBand,Post,4282.2829
15,FSFT,alphaBand,Post,67.0133
15,FSFT,betaBand,Post,3.6815
15,FSFT,gammaBand,Post,0.0095672
16,FSFT,deltaBand,Post,2260095.7801
16,FSFT,thetaBand,Post,3331.8483
16,FSFT,alphaBand,Post,66.2401
16,FSFT,betaBand,Post,4.0772
16,FSFT,gammaBand,Post,0.005142
17,NSNT,deltaBand,Pre,907068.0173
17,NSNT,thetaBand,Pre,4045.5397
17,NSNT,alphaBand,Pre,41.6673
17,NSNT,betaBand,Pre,1.2956
17,NSNT,gammaBand,Pre,0.0028905
18,NSNT,deltaBand,Pre,1133136.8933
18,NSNT,thetaBand,Pre,5486.3909
18,NSNT,alphaBand,Pre,68.3103
18,NSNT,betaBand,Pre,3.171
18,NSNT,gammaBand,Pre,0.0017177
19,NSNT,deltaBand,Pre,2999330.5949
19,NSNT,thetaBand,Pre,1279.0794
19,NSNT,alphaBand,Pre,28.485
19,NSNT,betaBand,Pre,1.6397
19,NSNT,gammaBand,Pre,0.0021224
20,NSNT,deltaBand,Pre,2935382.3028
20,NSNT,thetaBand,Pre,2039.4469
20,NSNT,alphaBand,Pre,28.125
20,NSNT,betaBand,Pre,0.74501
20,NSNT,gammaBand,Pre,0.0007584
21,NSNT,deltaBand,Pre,2497764.8521
21,NSNT,thetaBand,Pre,6359.8124
21,NSNT,alphaBand,Pre,89.4672
21,NSNT,betaBand,Pre,4.1734
21,NSNT,gammaBand,Pre,0.0065799
17,NSNT,deltaBand,Tele,1040825.5978
17,NSNT,thetaBand,Tele,3648.5506
17,NSNT,alphaBand,Tele,44.6398
17,NSNT,betaBand,Tele,1.538
17,NSNT,gammaBand,Tele,0.0026903
18,NSNT,deltaBand,Tele,1219882.2427
18,NSNT,thetaBand,Tele,4908.0153
18,NSNT,alphaBand,Tele,78.6176
18,NSNT,betaBand,Tele,2.8421
18,NSNT,gammaBand,Tele,0.0019217
19,NSNT,deltaBand,Tele,3125801.6365
19,NSNT,thetaBand,Tele,1097.4951
19,NSNT,alphaBand,Tele,37.4927
19,NSNT,betaBand,Tele,2.0499
19,NSNT,gammaBand,Tele,0.002202
20,NSNT,deltaBand,Tele,3097185.2772
20,NSNT,thetaBand,Tele,1330.4755
20,NSNT,alphaBand,Tele,27.5189
20,NSNT,betaBand,Tele,1.0282
20,NSNT,gammaBand,Tele,0.00082191
21,NSNT,deltaBand,Tele,2278675.342
21,NSNT,thetaBand,Tele,4670.758
21,NSNT,alphaBand,Tele,92.2874
21,NSNT,betaBand,Tele,4.2569
21,NSNT,gammaBand,Tele,0.0067627
17,NSNT,deltaBand,Post,860710.764
17,NSNT,thetaBand,Post,3453.5756
17,NSNT,alphaBand,Post,54.5466
17,NSNT,betaBand,Post,1.6721
17,NSNT,gammaBand,Post,0.0035776
18,NSNT,deltaBand,Post,949367.5415
18,NSNT,thetaBand,Post,4867.1766
18,NSNT,alphaBand,Post,81.9327
18,NSNT,betaBand,Post,2.7248
18,NSNT,gammaBand,Post,0.0020375
19,NSNT,deltaBand,Post,3449296.6436
19,NSNT,thetaBand,Post,1146.6142
19,NSNT,alphaBand,Post,39.8336
19,NSNT,betaBand,Post,2.2159
19,NSNT,gammaBand,Post,0.0024526
20,NSNT,deltaBand,Post,3346703.2211
20,NSNT,thetaBand,Post,1498.7313
20,NSNT,alphaBand,Post,24.9678
20,NSNT,betaBand,Post,1.4239
20,NSNT,gammaBand,Post,0.00095689
21,NSNT,deltaBand,Post,2193556.369
21,NSNT,thetaBand,Post,5408.4087
21,NSNT,alphaBand,Post,90.938
21,NSNT,betaBand,Post,4.7439
21,NSNT,gammaBand,Post,0.0057856
17,NSFT,deltaBand,Pre,1036129.9194
17,NSFT,thetaBand,Pre,3838.8276
17,NSFT,alphaBand,Pre,34.869
17,NSFT,betaBand,Pre,1.0343
17,NSFT,gammaBand,Pre,0.0027085
18,NSFT,deltaBand,Pre,1093314.1418
18,NSFT,thetaBand,Pre,5015.3836
18,NSFT,alphaBand,Pre,47.6031
18,NSFT,betaBand,Pre,1.4958
18,NSFT,gammaBand,Pre,0.0016848
19,NSFT,deltaBand,Pre,2474412.5988
19,NSFT,thetaBand,Pre,1928.8766
19,NSFT,alphaBand,Pre,31.7686
19,NSFT,betaBand,Pre,1.428
19,NSFT,gammaBand,Pre,0.0018045
20,NSFT,deltaBand,Pre,2287195.4753
20,NSFT,thetaBand,Pre,2251.3503
20,NSFT,alphaBand,Pre,22.9319
20,NSFT,betaBand,Pre,1.029
20,NSFT,gammaBand,Pre,0.00074185
21,NSFT,deltaBand,Pre,1125779.4385
21,NSFT,thetaBand,Pre,5541.5629
21,NSFT,alphaBand,Pre,83.6043
21,NSFT,betaBand,Pre,3.8709
21,NSFT,gammaBand,Pre,0.0053625
17,NSFT,deltaBand,Tele,902678.9858
17,NSFT,thetaBand,Tele,3634.2467
17,NSFT,alphaBand,Tele,40.6085
17,NSFT,betaBand,Tele,1.4098
17,NSFT,gammaBand,Tele,0.0027887
18,NSFT,deltaBand,Tele,972369.5729
18,NSFT,thetaBand,Tele,4519.6659
18,NSFT,alphaBand,Tele,59.134
18,NSFT,betaBand,Tele,1.967
18,NSFT,gammaBand,Tele,0.0016661
19,NSFT,deltaBand,Tele,2666789.099
19,NSFT,thetaBand,Tele,1693.1327
19,NSFT,alphaBand,Tele,36.1696
19,NSFT,betaBand,Tele,1.9898
19,NSFT,gammaBand,Tele,0.001966
20,NSFT,deltaBand,Tele,2766011.5073
20,NSFT,thetaBand,Tele,1673.5609
20,NSFT,alphaBand,Tele,28.7916
20,NSFT,betaBand,Tele,1.12
20,NSFT,gammaBand,Tele,0.00084042
21,NSFT,deltaBand,Tele,2739951.6426
21,NSFT,thetaBand,Tele,4704.0358
21,NSFT,alphaBand,Tele,86.7535
21,NSFT,betaBand,Tele,3.874
21,NSFT,gammaBand,Tele,0.0064394
17,NSFT,deltaBand,Post,784254.1873
17,NSFT,thetaBand,Post,2871.4242
17,NSFT,alphaBand,Post,35.5255
17,NSFT,betaBand,Post,1.181
17,NSFT,gammaBand,Post,0.0025585
18,NSFT,deltaBand,Post,949128.1997
18,NSFT,thetaBand,Post,3521.9727
18,NSFT,alphaBand,Post,53.5913
18,NSFT,betaBand,Post,1.4273
18,NSFT,gammaBand,Post,0.0015462
19,NSFT,deltaBand,Post,2818226.155
19,NSFT,thetaBand,Post,1451.513
19,NSFT,alphaBand,Post,57.8155
19,NSFT,betaBand,Post,2.8919
19,NSFT,gammaBand,Post,0.002032
20,NSFT,deltaBand,Post,3056378.6232
20,NSFT,thetaBand,Post,1432.6663
20,NSFT,alphaBand,Post,28.9439
20,NSFT,betaBand,Post,1.0138
20,NSFT,gammaBand,Post,0.0008511
21,NSFT,deltaBand,Post,1343840.1881
21,NSFT,thetaBand,Post,4563.5379
21,NSFT,alphaBand,Post,72.2045
21,NSFT,betaBand,Post,3.2281
21,NSFT,gammaBand,Post,0.0046833
17,FSNT,deltaBand,Pre,892846.1151
17,FSNT,thetaBand,Pre,3752.9426
17,FSNT,alphaBand,Pre,52.206
17,FSNT,betaBand,Pre,1.2086
17,FSNT,gammaBand,Pre,0.0027898
18,FSNT,deltaBand,Pre,995399.6045
18,FSNT,thetaBand,Pre,5196.2201
18,FSNT,alphaBand,Pre,84.2283
18,FSNT,betaBand,Pre,2.6555
18,FSNT,gammaBand,Pre,0.002105
19,FSNT,deltaBand,Pre,3266205.7536
19,FSNT,thetaBand,Pre,1267.6975
19,FSNT,alphaBand,Pre,37.2778
19,FSNT,betaBand,Pre,2.2258
19,FSNT,gammaBand,Pre,0.0020023
20,FSNT,deltaBand,Pre,2583930.0444
20,FSNT,thetaBand,Pre,1762.811
20,FSNT,alphaBand,Pre,27.7161
20,FSNT,betaBand,Pre,0.92614
20,FSNT,gammaBand,Pre,0.00068161
21,FSNT,deltaBand,Pre,2816908.4088
21,FSNT,thetaBand,Pre,4500.9214
21,FSNT,alphaBand,Pre,96.4904
21,FSNT,betaBand,Pre,4.9335
21,FSNT,gammaBand,Pre,0.0060258
17,FSNT,deltaBand,Tele,779472.3338
17,FSNT,thetaBand,Tele,3734.6569
17,FSNT,alphaBand,Tele,42.2048
17,FSNT,betaBand,Tele,1.2186
17,FSNT,gammaBand,Tele,0.0022484
18,FSNT,deltaBand,Tele,842449.1147
18,FSNT,thetaBand,Tele,5212.8215
18,FSNT,alphaBand,Tele,62.5754
18,FSNT,betaBand,Tele,2.0735
18,FSNT,gammaBand,Tele,0.0015864
19,FSNT,deltaBand,Tele,2640953.9959
19,FSNT,thetaBand,Tele,1338.3079
19,FSNT,alphaBand,Tele,30.1409
19,FSNT,betaBand,Tele,2.2558
19,FSNT,gammaBand,Tele,0.0021874
20,FSNT,deltaBand,Tele,2842521.4027
20,FSNT,thetaBand,Tele,1858.909
20,FSNT,alphaBand,Tele,26.0622
20,FSNT,betaBand,Tele,1.0973
20,FSNT,gammaBand,Tele,0.00093345
21,FSNT,deltaBand,Tele,2970001.6548
21,FSNT,thetaBand,Tele,4596.5109
21,FSNT,alphaBand,Tele,132.739
21,FSNT,betaBand,Tele,6.8622
21,FSNT,gammaBand,Tele,0.0095817
17,FSNT,deltaBand,Post,839908.3603
17,FSNT,thetaBand,Post,4340.6437
17,FSNT,alphaBand,Post,40.5491
17,FSNT,betaBand,Post,1.4697
17,FSNT,gammaBand,Post,0.0028864
18,FSNT,deltaBand,Post,884196.0281
18,FSNT,thetaBand,Post,6174.4571
18,FSNT,alphaBand,Post,62.6261
18,FSNT,betaBand,Post,2.5763
18,FSNT,gammaBand,Post,0.0019542
19,FSNT,deltaBand,Post,1890663.6384
19,FSNT,thetaBand,Post,968.1001
19,FSNT,alphaBand,Post,35.6916
19,FSNT,betaBand,Post,1.6029
19,FSNT,gammaBand,Post,0.0020926
20,FSNT,deltaBand,Post,2267599.8494
20,FSNT,thetaBand,Post,1549.907
20,FSNT,alphaBand,Post,33.986
20,FSNT,betaBand,Post,1.0195
20,FSNT,gammaBand,Post,0.00081723
21,FSNT,deltaBand,Post,2582713.9891
21,FSNT,thetaBand,Post,9316.9176
21,FSNT,alphaBand,Post,173.5179
21,FSNT,betaBand,Post,7.5918
21,FSNT,gammaBand,Post,0.012367
17,FSFT,deltaBand,Pre,1333950.1775
17,FSFT,thetaBand,Pre,5066.4137
17,FSFT,alphaBand,Pre,56.1984
17,FSFT,betaBand,Pre,2.0115
17,FSFT,gammaBand,Pre,0.0027143
18,FSFT,deltaBand,Pre,1302626.1185
18,FSFT,thetaBand,Pre,6279.6846
18,FSFT,alphaBand,Pre,71.7155
18,FSFT,betaBand,Pre,2.9407
18,FSFT,gammaBand,Pre,0.0016959
19,FSFT,deltaBand,Pre,3294285.0306
19,FSFT,thetaBand,Pre,1120.335
19,FSFT,alphaBand,Pre,35.1136
19,FSFT,betaBand,Pre,1.972
19,FSFT,gammaBand,Pre,0.002003
20,FSFT,deltaBand,Pre,2494042.9935
20,FSFT,thetaBand,Pre,1703.3372
20,FSFT,alphaBand,Pre,26.1015
20,FSFT,betaBand,Pre,1.1104
20,FSFT,gammaBand,Pre,0.0010718
21,FSFT,deltaBand,Pre,10744565.5361
21,FSFT,thetaBand,Pre,7550.2036
21,FSFT,alphaBand,Pre,240.2676
21,FSFT,betaBand,Pre,14.3471
21,FSFT,gammaBand,Pre,0.013011
17,FSFT,deltaBand,Tele,1278417.592
17,FSFT,thetaBand,Tele,3851.6702
17,FSFT,alphaBand,Tele,65.4491
17,FSFT,betaBand,Tele,2.0742
17,FSFT,gammaBand,Tele,0.0031654
18,FSFT,deltaBand,Tele,1373994.2453
18,FSFT,thetaBand,Tele,5076.6895
18,FSFT,alphaBand,Tele,101.3914
18,FSFT,betaBand,Tele,3.5673
18,FSFT,gammaBand,Tele,0.0021868
19,FSFT,deltaBand,Tele,2746977.3919
19,FSFT,thetaBand,Tele,2131.2745
19,FSFT,alphaBand,Tele,59.5047
19,FSFT,betaBand,Tele,3.0847
19,FSFT,gammaBand,Tele,0.0024528
20,FSFT,deltaBand,Tele,3409797.9273
20,FSFT,thetaBand,Tele,2701.7206
20,FSFT,alphaBand,Tele,37.0372
20,FSFT,betaBand,Tele,1.4992
20,FSFT,gammaBand,Tele,0.0014915
21,FSFT,deltaBand,Tele,5221174.815
21,FSFT,thetaBand,Tele,10234.9368
21,FSFT,alphaBand,Tele,215.6563
21,FSFT,betaBand,Tele,10.7351
21,FSFT,gammaBand,Tele,0.015234
17,FSFT,deltaBand,Post,1006112.3221
17,FSFT,thetaBand,Post,4206.5232
17,FSFT,alphaBand,Post,63.5482
17,FSFT,betaBand,Post,1.4497
17,FSFT,gammaBand,Post,0.0026423
18,FSFT,deltaBand,Post,985146.7483
18,FSFT,thetaBand,Post,4995.7418
18,FSFT,alphaBand,Post,87.9731
18,FSFT,betaBand,Post,2.3988
18,FSFT,gammaBand,Post,0.0015329
19,FSFT,deltaBand,Post,3569681.5513
19,FSFT,thetaBand,Post,1580.281
19,FSFT,alphaBand,Post,38.6342
19,FSFT,betaBand,Post,1.9341
19,FSFT,gammaBand,Post,0.0023514
20,FSFT,deltaBand,Post,3267772.9274
20,FSFT,thetaBand,Post,2299.4765
20,FSFT,alphaBand,Post,33.5566
20,FSFT,betaBand,Post,1.272
20,FSFT,gammaBand,Post,0.0012252
21,FSFT,deltaBand,Post,5523939.435
21,FSFT,thetaBand,Post,7319.1206
21,FSFT,alphaBand,Post,294.8835
