Electrode,TrialType,FreqBand,TimePoint,Power
21,FSFT,betaBand,Post,17.9881
21,FSFT,gammaBand,Post,0.015188
22,NSNT,deltaBand,Pre,33603466.6611
22,NSNT,thetaBand,Pre,64134.3361
22,NSNT,alphaBand,Pre,969.1445
22,NSNT,betaBand,Pre,39.3882
22,NSNT,gammaBand,Pre,0.039951
23,NSNT,deltaBand,Pre,12449789.6878
23,NSNT,thetaBand,Pre,25783.0045
23,NSNT,alphaBand,Pre,500.8392
23,NSNT,betaBand,Pre,20.894
23,NSNT,gammaBand,Pre,0.026788
24,NSNT,deltaBand,Pre,14169249.5913
24,NSNT,thetaBand,Pre,20542.2317
24,NSNT,alphaBand,Pre,348.3775
24,NSNT,betaBand,Pre,18.8733
24,NSNT,gammaBand,Pre,0.018282
25,NSNT,deltaBand,Pre,14475021.0269
25,NSNT,thetaBand,Pre,31097.3455
25,NSNT,alphaBand,Pre,701.5308
25,NSNT,betaBand,Pre,31.7482
25,NSNT,gammaBand,Pre,0.022044
26,NSNT,deltaBand,Pre,9222807.3002
26,NSNT,thetaBand,Pre,9983.014
26,NSNT,alphaBand,Pre,212.4585
26,NSNT,betaBand,Pre,13.4767
26,NSNT,gammaBand,Pre,0.012649
27,NSNT,deltaBand,Pre,16367119.4017
27,NSNT,thetaBand,Pre,22119.663
27,NSNT,alphaBand,Pre,801.536
27,NSNT,betaBand,Pre,50.4457
27,NSNT,gammaBand,Pre,0.059095
28,NSNT,deltaBand,Pre,8827212.7624
28,NSNT,thetaBand,Pre,5783.9912
28,NSNT,alphaBand,Pre,378.3223
28,NSNT,betaBand,Pre,30.4057
28,NSNT,gammaBand,Pre,0.027836
29,NSNT,deltaBand,Pre,4599971.5437
29,NSNT,thetaBand,Pre,2816.872
29,NSNT,alphaBand,Pre,130.5592
29,NSNT,betaBand,Pre,4.9167
29,NSNT,gammaBand,Pre,0.0073182
30,NSNT,deltaBand,Pre,46315386.4647
30,NSNT,thetaBand,Pre,12873.8492
30,NSNT,alphaBand,Pre,1130.9498
30,NSNT,betaBand,Pre,143.016
30,NSNT,gammaBand,Pre,0.17811
31,NSNT,deltaBand,Pre,21245525.1011
31,NSNT,thetaBand,Pre,6292.5596
31,NSNT,alphaBand,Pre,580.7774
31,NSNT,betaBand,Pre,85.2693
31,NSNT,gammaBand,Pre,0.15024
32,NSNT,deltaBand,Pre,8622961.4912
32,NSNT,thetaBand,Pre,5612.8764
32,NSNT,alphaBand,Pre,262.6379
32,NSNT,betaBand,Pre,20.0223
32,NSNT,gammaBand,Pre,0.032572
22,NSNT,deltaBand,Tele,51950902.8557
22,NSNT,thetaBand,Tele,45533.2318
22,NSNT,alphaBand,Tele,715.6996
22,NSNT,betaBand,Tele,23.1182
22,NSNT,gammaBand,Tele,0.033855
23,NSNT,deltaBand,Tele,15202805.1087
23,NSNT,thetaBand,Tele,23061.282
23,NSNT,alphaBand,Tele,465.1816
23,NSNT,betaBand,Tele,18.2365
23,NSNT,gammaBand,Tele,0.029569
24,NSNT,deltaBand,Tele,19253293.103
24,NSNT,thetaBand,Tele,17334.1428
24,NSNT,alphaBand,Tele,505.7898
24,NSNT,betaBand,Tele,29.9273
24,NSNT,gammaBand,Tele,0.021625
25,NSNT,deltaBand,Tele,21695810.3013
25,NSNT,thetaBand,Tele,22092.2483
25,NSNT,alphaBand,Tele,773.6811
25,NSNT,betaBand,Tele,38.5757
25,NSNT,gammaBand,Tele,0.031448
26,NSNT,deltaBand,Tele,9730009.5567
26,NSNT,thetaBand,Tele,8713.4112
26,NSNT,alphaBand,Tele,304.5039
26,NSNT,betaBand,Tele,18.95
26,NSNT,gammaBand,Tele,0.012232
27,NSNT,deltaBand,Tele,21881790.7782
27,NSNT,thetaBand,Tele,12503.0693
27,NSNT,alphaBand,Tele,362.2162
27,NSNT,betaBand,Tele,26.5516
27,NSNT,gammaBand,Tele,0.027403
28,NSNT,deltaBand,Tele,8253645.2465
28,NSNT,thetaBand,Tele,4283.5837
28,NSNT,alphaBand,Tele,271.6571
28,NSNT,betaBand,Tele,25.9812
28,NSNT,gammaBand,Tele,0.023035
29,NSNT,deltaBand,Tele,4746027.4984
29,NSNT,thetaBand,Tele,2744.7039
29,NSNT,alphaBand,Tele,98.5337
29,NSNT,betaBand,Tele,6.3638
29,NSNT,gammaBand,Tele,0.0041681
30,NSNT,deltaBand,Tele,61229448.7431
30,NSNT,thetaBand,Tele,19799.2224
30,NSNT,alphaBand,Tele,1298.3669
30,NSNT,betaBand,Tele,133.3678
30,NSNT,gammaBand,Tele,0.19201
31,NSNT,deltaBand,Tele,30439694.7416
31,NSNT,thetaBand,Tele,8185.5998
31,NSNT,alphaBand,Tele,628.7284
31,NSNT,betaBand,Tele,58.5786
31,NSNT,gammaBand,Tele,0.082806
32,NSNT,deltaBand,Tele,14304251.5298
32,NSNT,thetaBand,Tele,6471.7906
32,NSNT,alphaBand,Tele,172.9968
32,NSNT,betaBand,Tele,9.5498
32,NSNT,gammaBand,Tele,0.011042
22,NSNT,deltaBand,Post,63580484.5583
22,NSNT,thetaBand,Post,36840.2207
22,NSNT,alphaBand,Post,429.6705
22,NSNT,betaBand,Post,16.1966
22,NSNT,gammaBand,Post,0.017999
23,NSNT,deltaBand,Post,20321226.0863
23,NSNT,thetaBand,Post,18733.8211
23,NSNT,alphaBand,Post,286.6167
23,NSNT,betaBand,Post,12.7956
23,NSNT,gammaBand,Post,0.018503
24,NSNT,deltaBand,Post,17724552.0395
24,NSNT,thetaBand,Post,10359.3422
24,NSNT,alphaBand,Post,276.6246
24,NSNT,betaBand,Post,18.8954
24,NSNT,gammaBand,Post,0.01419
25,NSNT,deltaBand,Post,21566780.6003
25,NSNT,thetaBand,Post,18756.8201
25,NSNT,alphaBand,Post,356.5876
25,NSNT,betaBand,Post,14.5343
25,NSNT,gammaBand,Post,0.014578
26,NSNT,deltaBand,Post,7682709.036
26,NSNT,thetaBand,Post,5405.004
26,NSNT,alphaBand,Post,120.0762
26,NSNT,betaBand,Post,6.6504
26,NSNT,gammaBand,Post,0.0081455
27,NSNT,deltaBand,Post,28442026.6429
27,NSNT,thetaBand,Post,21103.416
27,NSNT,alphaBand,Post,1336.1435
27,NSNT,betaBand,Post,98.4599
27,NSNT,gammaBand,Post,0.13487
28,NSNT,deltaBand,Post,13897892.4852
28,NSNT,thetaBand,Post,9415.2658
28,NSNT,alphaBand,Post,614.8608
28,NSNT,betaBand,Post,52.2512
28,NSNT,gammaBand,Post,0.071249
29,NSNT,deltaBand,Post,6388282.6968
29,NSNT,thetaBand,Post,4027.3591
29,NSNT,alphaBand,Post,139.5088
29,NSNT,betaBand,Post,6.1907
29,NSNT,gammaBand,Post,0.010235
30,NSNT,deltaBand,Post,101286992.0416
30,NSNT,thetaBand,Post,25917.658
30,NSNT,alphaBand,Post,2653.4301
30,NSNT,betaBand,Post,278.0927
30,NSNT,gammaBand,Post,0.51883
31,NSNT,deltaBand,Post,48361814.718
31,NSNT,thetaBand,Post,14326.1959
31,NSNT,alphaBand,Post,1179.581
31,NSNT,betaBand,Post,158.7288
31,NSNT,gammaBand,Post,0.38815
32,NSNT,deltaBand,Post,21545137.2955
32,NSNT,thetaBand,Post,7368.6612
32,NSNT,alphaBand,Post,317.0212
32,NSNT,betaBand,Post,40.763
32,NSNT,gammaBand,Post,0.044541
22,NSFT,deltaBand,Pre,37915178.9897
22,NSFT,thetaBand,Pre,36936.8098
22,NSFT,alphaBand,Pre,694.7627
22,NSFT,betaBand,Pre,22.9689
22,NSFT,gammaBand,Pre,0.02255
23,NSFT,deltaBand,Pre,18205689.9562
23,NSFT,thetaBand,Pre,14599.071
23,NSFT,alphaBand,Pre,331.8609
23,NSFT,betaBand,Pre,14.2205
23,NSFT,gammaBand,Pre,0.019171
24,NSFT,deltaBand,Pre,17600036.9935
24,NSFT,thetaBand,Pre,10955.1557
24,NSFT,alphaBand,Pre,320.1485
24,NSFT,betaBand,Pre,13.6098
24,NSFT,gammaBand,Pre,0.011493
25,NSFT,deltaBand,Pre,25026112.3922
25,NSFT,thetaBand,Pre,15490.1712
25,NSFT,alphaBand,Pre,396.7234
25,NSFT,betaBand,Pre,17.158
25,NSFT,gammaBand,Pre,0.01729
26,NSFT,deltaBand,Pre,9417102.0303
26,NSFT,thetaBand,Pre,5050.2771
26,NSFT,alphaBand,Pre,107.032
26,NSFT,betaBand,Pre,5.4746
26,NSFT,gammaBand,Pre,0.0088848
27,NSFT,deltaBand,Pre,8483307.7954
27,NSFT,thetaBand,Pre,5708.4228
27,NSFT,alphaBand,Pre,164.5178
27,NSFT,betaBand,Pre,7.2506
27,NSFT,gammaBand,Pre,0.0078018
28,NSFT,deltaBand,Pre,4975579.3572
28,NSFT,thetaBand,Pre,2984.646
28,NSFT,alphaBand,Pre,74.8672
28,NSFT,betaBand,Pre,3.5279
28,NSFT,gammaBand,Pre,0.0058852
29,NSFT,deltaBand,Pre,2766096.1194
29,NSFT,thetaBand,Pre,2271.5448
29,NSFT,alphaBand,Pre,41.1705
29,NSFT,betaBand,Pre,1.5393
29,NSFT,gammaBand,Pre,0.001742
30,NSFT,deltaBand,Pre,4988236.627
30,NSFT,thetaBand,Pre,4679.4544
30,NSFT,alphaBand,Pre,85.3999
30,NSFT,betaBand,Pre,5.1784
30,NSFT,gammaBand,Pre,0.011515
31,NSFT,deltaBand,Pre,2693892.03
31,NSFT,thetaBand,Pre,5133.3001
31,NSFT,alphaBand,Pre,93.5578
31,NSFT,betaBand,Pre,4.5431
31,NSFT,gammaBand,Pre,0.012515
32,NSFT,deltaBand,Pre,2737733.6795
32,NSFT,thetaBand,Pre,4052.5743
32,NSFT,alphaBand,Pre,95.5547
32,NSFT,betaBand,Pre,4.9918
32,NSFT,gammaBand,Pre,0.0054861
22,NSFT,deltaBand,Tele,29578608.0735
22,NSFT,thetaBand,Tele,22205.9182
22,NSFT,alphaBand,Tele,596.2958
22,NSFT,betaBand,Tele,21.4942
22,NSFT,gammaBand,Tele,0.021705
23,NSFT,deltaBand,Tele,17740143.9337
23,NSFT,thetaBand,Tele,11599.0473
23,NSFT,alphaBand,Tele,344.9592
23,NSFT,betaBand,Tele,13.0871
23,NSFT,gammaBand,Tele,0.017673
24,NSFT,deltaBand,Tele,20113427.3867
24,NSFT,thetaBand,Tele,9010.6388
24,NSFT,alphaBand,Tele,283.3188
24,NSFT,betaBand,Tele,13.3463
24,NSFT,gammaBand,Tele,0.013651
25,NSFT,deltaBand,Tele,24306699.9969
25,NSFT,thetaBand,Tele,14559.294
25,NSFT,alphaBand,Tele,350.7305
25,NSFT,betaBand,Tele,16.1146
25,NSFT,gammaBand,Tele,0.017375
26,NSFT,deltaBand,Tele,8277888.0976
26,NSFT,thetaBand,Tele,4944.7376
26,NSFT,alphaBand,Tele,110.6974
26,NSFT,betaBand,Tele,7.1284
26,NSFT,gammaBand,Tele,0.0096019
27,NSFT,deltaBand,Tele,10255376.4975
27,NSFT,thetaBand,Tele,6650.0332
27,NSFT,alphaBand,Tele,206.5211
27,NSFT,betaBand,Tele,13.0563
27,NSFT,gammaBand,Tele,0.013268
28,NSFT,deltaBand,Tele,4848178.9684
28,NSFT,thetaBand,Tele,3374.8783
28,NSFT,alphaBand,Tele,92.7044
28,NSFT,betaBand,Tele,6.1979
28,NSFT,gammaBand,Tele,0.011363
29,NSFT,deltaBand,Tele,2289443.9003
29,NSFT,thetaBand,Tele,2286.429
29,NSFT,alphaBand,Tele,42.8122
29,NSFT,betaBand,Tele,2.1759
29,NSFT,gammaBand,Tele,0.0026715
30,NSFT,deltaBand,Tele,6575115.3849
30,NSFT,thetaBand,Tele,5118.6177
30,NSFT,alphaBand,Tele,85.4217
30,NSFT,betaBand,Tele,5.08
30,NSFT,gammaBand,Tele,0.017727
31,NSFT,deltaBand,Tele,4897249.7336
31,NSFT,thetaBand,Tele,4592.8425
31,NSFT,alphaBand,Tele,91.685
31,NSFT,betaBand,Tele,5.3022
31,NSFT,gammaBand,Tele,0.013696
32,NSFT,deltaBand,Tele,2934658.0174
32,NSFT,thetaBand,Tele,3536.126
32,NSFT,alphaBand,Tele,86.9937
32,NSFT,betaBand,Tele,4.3878
32,NSFT,gammaBand,Tele,0.0054239
22,NSFT,deltaBand,Post,10568606.9803
22,NSFT,thetaBand,Post,19132.8812
22,NSFT,alphaBand,Post,342.4072
22,NSFT,betaBand,Post,9.8164
22,NSFT,gammaBand,Post,0.018577
23,NSFT,deltaBand,Post,5553843.5985
23,NSFT,thetaBand,Post,10485.6353
23,NSFT,alphaBand,Post,202.4882
23,NSFT,betaBand,Post,5.9164
23,NSFT,gammaBand,Post,0.016989
24,NSFT,deltaBand,Post,10141176.115
24,NSFT,thetaBand,Post,4428.5168
24,NSFT,alphaBand,Post,128.3644
24,NSFT,betaBand,Post,5.7005
24,NSFT,gammaBand,Post,0.0090985
25,NSFT,deltaBand,Post,10654654.6306
25,NSFT,thetaBand,Post,10472.798
25,NSFT,alphaBand,Post,204.5803
25,NSFT,betaBand,Post,7.0037
25,NSFT,gammaBand,Post,0.01367
26,NSFT,deltaBand,Post,4623655.942
26,NSFT,thetaBand,Post,3125.9417
26,NSFT,alphaBand,Post,51.1755
26,NSFT,betaBand,Post,2.8043
26,NSFT,gammaBand,Post,0.0068307
27,NSFT,deltaBand,Post,6077305.6787
27,NSFT,thetaBand,Post,6072.9197
27,NSFT,alphaBand,Post,151.5722
27,NSFT,betaBand,Post,10.6793
27,NSFT,gammaBand,Post,0.0093204
28,NSFT,deltaBand,Post,3392604.132
28,NSFT,thetaBand,Post,2662.2618
28,NSFT,alphaBand,Post,76.1363
28,NSFT,betaBand,Post,6.4283
28,NSFT,gammaBand,Post,0.0065174
29,NSFT,deltaBand,Post,2219431.7541
29,NSFT,thetaBand,Post,2136.2424
29,NSFT,alphaBand,Post,36.4713
29,NSFT,betaBand,Post,2.0846
29,NSFT,gammaBand,Post,0.001926
30,NSFT,deltaBand,Post,15948210.5688
30,NSFT,thetaBand,Post,8337.0007
30,NSFT,alphaBand,Post,187.9646
30,NSFT,betaBand,Post,12.623
30,NSFT,gammaBand,Post,0.01589
31,NSFT,deltaBand,Post,9872585.6119
31,NSFT,thetaBand,Post,3847.245
31,NSFT,alphaBand,Post,168.3892
31,NSFT,betaBand,Post,9.2956
31,NSFT,gammaBand,Post,0.013242
32,NSFT,deltaBand,Post,5983618.6286
32,NSFT,thetaBand,Post,3718.2673
32,NSFT,alphaBand,Post,112.13
32,NSFT,betaBand,Post,4.8167
32,NSFT,gammaBand,Post,0.0055478
22,FSNT,deltaBand,Pre,22088248.6406
22,FSNT,thetaBand,Pre,31605.8559
22,FSNT,alphaBand,Pre,483.5559
22,FSNT,betaBand,Pre,25.9723
22,FSNT,gammaBand,Pre,0.026187
23,FSNT,deltaBand,Pre,13161695.0007
23,FSNT,thetaBand,Pre,21763.7193
23,FSNT,alphaBand,Pre,293.7387
23,FSNT,betaBand,Pre,14.3776
23,FSNT,gammaBand,Pre,0.019373
24,FSNT,deltaBand,Pre,21959383.8985
24,FSNT,thetaBand,Pre,18300.6109
24,FSNT,alphaBand,Pre,452.6623
24,FSNT,betaBand,Pre,26.2014
24,FSNT,gammaBand,Pre,0.012237
25,FSNT,deltaBand,Pre,21135581.1534
25,FSNT,thetaBand,Pre,25961.8411
25,FSNT,alphaBand,Pre,419.4956
25,FSNT,betaBand,Pre,17.3947
25,FSNT,gammaBand,Pre,0.018859
26,FSNT,deltaBand,Pre,7022877.5454
26,FSNT,thetaBand,Pre,8233.9028
26,FSNT,alphaBand,Pre,152.7342
26,FSNT,betaBand,Pre,5.8351
26,FSNT,gammaBand,Pre,0.0096789
27,FSNT,deltaBand,Pre,6020843.4212
27,FSNT,thetaBand,Pre,4686.9729
27,FSNT,alphaBand,Pre,96.0495
27,FSNT,betaBand,Pre,4.7479
27,FSNT,gammaBand,Pre,0.0082854
28,FSNT,deltaBand,Pre,3090103.411
28,FSNT,thetaBand,Pre,2470.5046
28,FSNT,alphaBand,Pre,52.4275
28,FSNT,betaBand,Pre,2.7192
28,FSNT,gammaBand,Pre,0.0063424
29,FSNT,deltaBand,Pre,1293154.7583
29,FSNT,thetaBand,Pre,1695.0809
29,FSNT,alphaBand,Pre,36.5355
29,FSNT,betaBand,Pre,1.4788
29,FSNT,gammaBand,Pre,0.0016597
30,FSNT,deltaBand,Pre,5443583.2015
30,FSNT,thetaBand,Pre,6429.8456
30,FSNT,alphaBand,Pre,79.8476
30,FSNT,betaBand,Pre,4.5416
30,FSNT,gammaBand,Pre,0.012251
31,FSNT,deltaBand,Pre,2766156.3499
31,FSNT,thetaBand,Pre,4036.6644
31,FSNT,alphaBand,Pre,82.4211
31,FSNT,betaBand,Pre,4.1901
31,FSNT,gammaBand,Pre,0.011561
32,FSNT,deltaBand,Pre,1404166.39
32,FSNT,thetaBand,Pre,2908.5457
32,FSNT,alphaBand,Pre,104.6888
32,FSNT,betaBand,Pre,4.6366
32,FSNT,gammaBand,Pre,0.0042603
22,FSNT,deltaBand,Tele,27383123.9582
22,FSNT,thetaBand,Tele,26380.0304
22,FSNT,alphaBand,Tele,691.3707
22,FSNT,betaBand,Tele,28.4529
22,FSNT,gammaBand,Tele,0.020016
23,FSNT,deltaBand,Tele,18913558.0862
23,FSNT,thetaBand,Tele,13875.2571
23,FSNT,alphaBand,Tele,321.8237
23,FSNT,betaBand,Tele,17.7084
23,FSNT,gammaBand,Tele,0.019781
24,FSNT,deltaBand,Tele,15454198.6418
24,FSNT,thetaBand,Tele,9751.0484
24,FSNT,alphaBand,Tele,313.787
24,FSNT,betaBand,Tele,20.2461
24,FSNT,gammaBand,Tele,0.013292
25,FSNT,deltaBand,Tele,13775496.6779
25,FSNT,thetaBand,Tele,11594.2052
25,FSNT,alphaBand,Tele,401.7142
25,FSNT,betaBand,Tele,24.4934
25,FSNT,gammaBand,Tele,0.016382
26,FSNT,deltaBand,Tele,5126013.1502
26,FSNT,thetaBand,Tele,4046.6512
26,FSNT,alphaBand,Tele,133.8398
26,FSNT,betaBand,Tele,8.0942
26,FSNT,gammaBand,Tele,0.0078003
27,FSNT,deltaBand,Tele,10499796.3687
27,FSNT,thetaBand,Tele,6385.7439
27,FSNT,alphaBand,Tele,488.5099
27,FSNT,betaBand,Tele,33.028
27,FSNT,gammaBand,Tele,0.028088
28,FSNT,deltaBand,Tele,4668306.1098
28,FSNT,thetaBand,Tele,3130.4372
28,FSNT,alphaBand,Tele,194.5765
28,FSNT,betaBand,Tele,11.5238
28,FSNT,gammaBand,Tele,0.01275
29,FSNT,deltaBand,Tele,2401061.26
29,FSNT,thetaBand,Tele,2706.0868
29,FSNT,alphaBand,Tele,60.4526
29,FSNT,betaBand,Tele,3.1063
29,FSNT,gammaBand,Tele,0.0029536
30,FSNT,deltaBand,Tele,10563227.9814
30,FSNT,thetaBand,Tele,6058.3651
30,FSNT,alphaBand,Tele,161.4993
30,FSNT,betaBand,Tele,7.3657
30,FSNT,gammaBand,Tele,0.01519
31,FSNT,deltaBand,Tele,6034242.3583
31,FSNT,thetaBand,Tele,4329.318
31,FSNT,alphaBand,Tele,184.7352
31,FSNT,betaBand,Tele,16.7213
31,FSNT,gammaBand,Tele,0.016418
32,FSNT,deltaBand,Tele,2498067.1791
32,FSNT,thetaBand,Tele,3772.4888
32,FSNT,alphaBand,Tele,137.6526
32,FSNT,betaBand,Tele,12.7335
32,FSNT,gammaBand,Tele,0.0074213
22,FSNT,deltaBand,Post,33136725.8758
22,FSNT,thetaBand,Post,32173.7002
22,FSNT,alphaBand,Post,479.9838
22,FSNT,betaBand,Post,27.7045
22,FSNT,gammaBand,Post,0.02236
23,FSNT,deltaBand,Post,15138877.1492
23,FSNT,thetaBand,Post,16416.0316
23,FSNT,alphaBand,Post,226.4338
23,FSNT,betaBand,Post,15.5116
23,FSNT,gammaBand,Post,0.020686
24,FSNT,deltaBand,Post,17727205.2776
24,FSNT,thetaBand,Post,10024.1847
24,FSNT,alphaBand,Post,332.6671
24,FSNT,betaBand,Post,18.2871
24,FSNT,gammaBand,Post,0.014081
25,FSNT,deltaBand,Post,25232016.4216
25,FSNT,thetaBand,Post,15882.0138
25,FSNT,alphaBand,Post,490.2477
25,FSNT,betaBand,Post,22.7128
25,FSNT,gammaBand,Post,0.017078
26,FSNT,deltaBand,Post,11470127.0562
26,FSNT,thetaBand,Post,5746.4609
26,FSNT,alphaBand,Post,186.2253
26,FSNT,betaBand,Post,9.304
26,FSNT,gammaBand,Post,0.0099534
27,FSNT,deltaBand,Post,13553251.3684
27,FSNT,thetaBand,Post,7077.5275
27,FSNT,alphaBand,Post,205.5182
27,FSNT,betaBand,Post,7.5012
27,FSNT,gammaBand,Post,0.0090617
28,FSNT,deltaBand,Post,8020086.1656
28,FSNT,thetaBand,Post,4165.8938
28,FSNT,alphaBand,Post,116.2764
28,FSNT,betaBand,Post,5.4146
28,FSNT,gammaBand,Post,0.0066328
29,FSNT,deltaBand,Post,3842753.4665
29,FSNT,thetaBand,Post,3785.6634
29,FSNT,alphaBand,Post,65.542
29,FSNT,betaBand,Post,2.8004
29,FSNT,gammaBand,Post,0.0032048
30,FSNT,deltaBand,Post,15967223.1424
30,FSNT,thetaBand,Post,10586.9934
30,FSNT,alphaBand,Post,248.2214
30,FSNT,betaBand,Post,17.8017
30,FSNT,gammaBand,Post,0.023478
31,FSNT,deltaBand,Post,9274275.3191
31,FSNT,thetaBand,Post,5553.6904
31,FSNT,alphaBand,Post,151.9499
31,FSNT,betaBand,Post,18.1479
31,FSNT,gammaBand,Post,0.022802
32,FSNT,deltaBand,Post,4997156.9561
32,FSNT,thetaBand,Post,6335.0621
32,FSNT,alphaBand,Post,119.2132
32,FSNT,betaBand,Post,6.1441
32,FSNT,gammaBand,Post,0.0068272
22,FSFT,deltaBand,Pre,14910605.4901
22,FSFT,thetaBand,Pre,19912.2581
22,FSFT,alphaBand,Pre,489.2742
22,FSFT,betaBand,Pre,13.0288
22,FSFT,gammaBand,Pre,0.017065
23,FSFT,deltaBand,Pre,6880904.6933
23,FSFT,thetaBand,Pre,9212.4018
23,FSFT,alphaBand,Pre,228.9575
23,FSFT,betaBand,Pre,7.2505
23,FSFT,gammaBand,Pre,0.016076
24,FSFT,deltaBand,Pre,21556787.5318
24,FSFT,thetaBand,Pre,8861.7773
24,FSFT,alphaBand,Pre,228.9176
24,FSFT,betaBand,Pre,7.4696
24,FSFT,gammaBand,Pre,0.0094687
25,FSFT,deltaBand,Pre,21624619.949
25,FSFT,thetaBand,Pre,16109.9157
25,FSFT,alphaBand,Pre,276.8936
25,FSFT,betaBand,Pre,8.4473
25,FSFT,gammaBand,Pre,0.013187
26,FSFT,deltaBand,Pre,7920284.2249
26,FSFT,thetaBand,Pre,5472.9975
26,FSFT,alphaBand,Pre,99.385
26,FSFT,betaBand,Pre,3.6274
26,FSFT,gammaBand,Pre,0.0086383
27,FSFT,deltaBand,Pre,3453806.163
27,FSFT,thetaBand,Pre,5231.7252
27,FSFT,alphaBand,Pre,118.3474
27,FSFT,betaBand,Pre,5.6079
27,FSFT,gammaBand,Pre,0.0080399
28,FSFT,deltaBand,Pre,1797789.9198
28,FSFT,thetaBand,Pre,3079.9117
28,FSFT,alphaBand,Pre,64.4427
28,FSFT,betaBand,Pre,3.584
28,FSFT,gammaBand,Pre,0.0062654
29,FSFT,deltaBand,Pre,1319157.5771
29,FSFT,thetaBand,Pre,2608.1654
29,FSFT,alphaBand,Pre,42.932
29,FSFT,betaBand,Pre,1.7813
29,FSFT,gammaBand,Pre,0.0019687
30,FSFT,deltaBand,Pre,4269206.5802
30,FSFT,thetaBand,Pre,6096.8148
30,FSFT,alphaBand,Pre,84.3644
30,FSFT,betaBand,Pre,4.7078
30,FSFT,gammaBand,Pre,0.013203
31,FSFT,deltaBand,Pre,2745656.5214
31,FSFT,thetaBand,Pre,5119.7894
31,FSFT,alphaBand,Pre,73.7396
31,FSFT,betaBand,Pre,4.7151
31,FSFT,gammaBand,Pre,0.013927
32,FSFT,deltaBand,Pre,2864805.4512
32,FSFT,thetaBand,Pre,3865.8963
32,FSFT,alphaBand,Pre,99.9724
32,FSFT,betaBand,Pre,4.6404
32,FSFT,gammaBand,Pre,0.0055869
22,FSFT,deltaBand,Tele,12025522.2786
22,FSFT,thetaBand,Tele,19392.1044
22,FSFT,alphaBand,Tele,412.0095
22,FSFT,betaBand,Tele,13.2026
22,FSFT,gammaBand,Tele,0.019497
23,FSFT,deltaBand,Tele,7093400.0185
23,FSFT,thetaBand,Tele,10329.6547
23,FSFT,alphaBand,Tele,263.8544
23,FSFT,betaBand,Tele,8.3218
23,FSFT,gammaBand,Tele,0.017838
24,FSFT,deltaBand,Tele,16204494.1888
24,FSFT,thetaBand,Tele,8847.9295
24,FSFT,alphaBand,Tele,194.2727
24,FSFT,betaBand,Tele,8.3515
24,FSFT,gammaBand,Tele,0.010564
25,FSFT,deltaBand,Tele,21964878.9308
25,FSFT,thetaBand,Tele,13214.2625
25,FSFT,alphaBand,Tele,316.9133
25,FSFT,betaBand,Tele,10.1496
25,FSFT,gammaBand,Tele,0.014907
26,FSFT,deltaBand,Tele,9158704.9553
26,FSFT,thetaBand,Tele,4863.2908
26,FSFT,alphaBand,Tele,90.2421
26,FSFT,betaBand,Tele,4.5207
26,FSFT,gammaBand,Tele,0.008253
27,FSFT,deltaBand,Tele,6682136.679
27,FSFT,thetaBand,Tele,7980.7601
27,FSFT,alphaBand,Tele,232.651
27,FSFT,betaBand,Tele,16.286
27,FSFT,gammaBand,Tele,0.011828
28,FSFT,deltaBand,Tele,2401156.2384
28,FSFT,thetaBand,Tele,4076.3328
28,FSFT,alphaBand,Tele,126.5706
28,FSFT,betaBand,Tele,8.1173
28,FSFT,gammaBand,Tele,0.0083465
29,FSFT,deltaBand,Tele,1775804.871
29,FSFT,thetaBand,Tele,2942.9989
29,FSFT,alphaBand,Tele,53.6198
29,FSFT,betaBand,Tele,2.6511
29,FSFT,gammaBand,Tele,0.002303
30,FSFT,deltaBand,Tele,17536832.196
30,FSFT,thetaBand,Tele,7553.965
30,FSFT,alphaBand,Tele,154.4244
30,FSFT,betaBand,Tele,10.069
30,FSFT,gammaBand,Tele,0.016928
31,FSFT,deltaBand,Tele,7995977.0904
31,FSFT,thetaBand,Tele,6342.4147
31,FSFT,alphaBand,Tele,119.5441
31,FSFT,betaBand,Tele,9.0481
31,FSFT,gammaBand,Tele,0.014797
32,FSFT,deltaBand,Tele,4450987.0664
32,FSFT,thetaBand,Tele,5132.8578
32,FSFT,alphaBand,Tele,122.8131
32,FSFT,betaBand,Tele,6.989
32,FSFT,gammaBand,Tele,0.0070276
22,FSFT,deltaBand,Post,11221195.3276
22,FSFT,thetaBand,Post,26209.0503
22,FSFT,alphaBand,Post,671.4252
22,FSFT,betaBand,Post,20.8308
22,FSFT,gammaBand,Post,0.033815
23,FSFT,deltaBand,Post,7734699.7455
23,FSFT,thetaBand,Post,10611.5062
23,FSFT,alphaBand,Post,271.5119
23,FSFT,betaBand,Post,11.2475
23,FSFT,gammaBand,Post,0.019231
24,FSFT,deltaBand,Post,12843234.5139
24,FSFT,thetaBand,Post,10263.2591
24,FSFT,alphaBand,Post,214.375
24,FSFT,betaBand,Post,12.6057
24,FSFT,gammaBand,Post,0.021369
25,FSFT,deltaBand,Post,14858071.6615
25,FSFT,thetaBand,Post,13376.2875
25,FSFT,alphaBand,Post,233.6742
25,FSFT,betaBand,Post,13.8033
25,FSFT,gammaBand,Post,0.027414
26,FSFT,deltaBand,Post,6707507.4118
26,FSFT,thetaBand,Post,4377.1982
26,FSFT,alphaBand,Post,80.6153
26,FSFT,betaBand,Post,6.5604
26,FSFT,gammaBand,Post,0.012536
27,FSFT,deltaBand,Post,9619547.2669
